case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,n_txns,exposure_usd,report_filed,analyst_notes,actions_taken
CC-5049,C05530,C05530-K2,2016-10-20 02:09:51,2016-10-22 19:09:51,confirmed_fraud,account_takeover,3379227,4,1835.06,Yes,"Case CC-5049: cardholder C05530 reported unrecognized activity on card C05530-K2. 4 transaction(s) between 2016-10-19 and 2016-10-19 totaling $1,835.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-5050,C07686,C07686-K1,2016-10-20 02:25:50,2016-10-24 23:25:50,confirmed_fraud,card_not_present_new_device,3369140,4,287.88,No,"Case CC-5050: cardholder C07686 reported unrecognized activity on card C07686-K1. 4 transaction(s) between 2016-10-16 and 2016-10-19 totaling $287.88 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5051,C11201,C11201-K1,2016-10-20 03:17:59,2016-10-23 18:17:59,confirmed_fraud,out_of_region_use,3379147,1,44.50,No,"Case CC-5051: cardholder C11201 reported unrecognized activity on card C11201-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $44.50 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5052,C04861,C04861-K2,2016-10-20 03:35:38,2016-10-25 21:35:38,confirmed_fraud,out_of_region_use,3379879,1,96.98,No,"Case CC-5052: cardholder C04861 reported unrecognized activity on card C04861-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $96.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5053,C09283,C09283-K1,2016-10-20 03:38:20,2016-10-20 22:38:20,confirmed_fraud,card_not_present_fraud,3376795,3,424.86,No,Case CC-5053: cardholder C09283 reported unrecognized activity on card C09283-K1. 3 transaction(s) between 2016-10-18 and 2016-10-18 totaling $424.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5054,C02716,C02716-K2,2016-10-20 04:26:32,2016-10-21 12:26:32,confirmed_fraud,account_takeover,3365122,9,3604.93,Yes,"Case CC-5054: cardholder C02716 reported unrecognized activity on card C02716-K2. 9 transaction(s) between 2016-10-14 and 2016-10-19 totaling $3,604.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-5055,C11945,C11945-K2,2016-10-20 04:41:24,2016-10-24 20:41:24,confirmed_fraud,out_of_region_use,3379683,1,553.98,No,"Case CC-5055: cardholder C11945 reported unrecognized activity on card C11945-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $553.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5056,C08913,C08913-K2,2016-10-20 05:06:49,2016-10-21 22:06:49,confirmed_fraud,out_of_region_use,3379992,1,311.88,No,"Case CC-5056: cardholder C08913 reported unrecognized activity on card C08913-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $311.88 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5057,C10837,C10837-K2,2016-10-20 06:54:13,2016-10-22 22:54:13,confirmed_fraud,card_not_present_new_device,3379545,2,156.55,No,"Case CC-5057: cardholder C10837 reported unrecognized activity on card C10837-K2. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $156.55 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5058,C07612,C07612-K1,2016-10-20 07:18:01,2016-10-21 01:18:01,confirmed_fraud,card_not_present_fraud,3377649,1,349.93,No,Case CC-5058: cardholder C07612 reported unrecognized activity on card C07612-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $349.93 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-J701M Build/NRD90M on samsung browser 5.2. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5059,C07729,C07729-K1,2016-10-20 08:04:31,2016-10-25 19:04:31,confirmed_fraud,out_of_region_use,3379323,2,669.93,No,"Case CC-5059: cardholder C07729 reported unrecognized activity on card C07729-K1. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $669.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5060,C11522,C11522-K2,2016-10-20 08:59:44,2016-10-24 20:59:44,confirmed_fraud,account_takeover,3348888,11,3043.92,Yes,"Case CC-5060: cardholder C11522 reported unrecognized activity on card C11522-K2. 11 transaction(s) between 2016-10-09 and 2016-10-19 totaling $3,043.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-5061,C09165,C09165-K2,2016-10-20 09:24:43,2016-10-24 18:24:43,confirmed_fraud,out_of_region_use,3377162,3,3775.96,Yes,"Case CC-5061: cardholder C09165 reported unrecognized activity on card C09165-K2. 3 transaction(s) between 2016-10-18 and 2016-10-19 totaling $3,775.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-5062,C02263,C02263-K1,2016-10-20 09:31:10,2016-10-23 01:31:10,cleared,none,,1,0.00,No,Case CC-5062: model scored a $25.07 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-5063,C11031,C11031-K2,2016-10-20 09:33:46,2016-10-25 17:33:46,confirmed_fraud,out_of_region_use,3379002,1,171.01,No,"Case CC-5063: cardholder C11031 reported unrecognized activity on card C11031-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $171.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5064,C02782,C02782-K2,2016-10-20 09:36:14,2016-10-24 01:36:14,confirmed_fraud,card_not_present_new_device,3380628,1,41.03,No,"Case CC-5064: cardholder C02782 reported unrecognized activity on card C02782-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $41.03 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5065,C13060,C13060-K1,2016-10-20 10:00:07,2016-10-21 20:00:07,confirmed_fraud,card_not_present_fraud,3379435,2,299.98,No,Case CC-5065: cardholder C13060 reported unrecognized activity on card C13060-K1. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $299.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LGLS775 Build/NRD90U on chrome generic for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5066,C06084,C06084-K2,2016-10-20 10:02:33,2016-10-25 19:02:33,confirmed_fraud,account_takeover,3379324,1,171.08,No,Case CC-5066: cardholder C06084 reported unrecognized activity on card C06084-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $171.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5067,C11762,C11762-K1,2016-10-20 10:46:34,2016-10-21 20:46:34,confirmed_fraud,account_takeover,3379701,1,286.98,No,Case CC-5067: cardholder C11762 reported unrecognized activity on card C11762-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $286.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5068,C09918,C09918-K1,2016-10-20 11:08:06,2016-10-21 23:08:06,confirmed_fraud,card_not_present_fraud,3380191,2,600.08,No,Case CC-5068: cardholder C09918 reported unrecognized activity on card C09918-K1. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $600.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G950U Build/NRD90M on chrome generic for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5069,C00170,C00170-K1,2016-10-20 11:19:58,2016-10-21 16:19:58,confirmed_fraud,account_takeover,3378759,1,209.87,No,Case CC-5069: cardholder C00170 reported unrecognized activity on card C00170-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $209.87 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5070,C13349,C13349-K2,2016-10-20 11:56:11,2016-10-21 17:56:11,confirmed_fraud,card_not_present_fraud,3379015,4,199.85,No,Case CC-5070: cardholder C13349 reported unrecognized activity on card C13349-K2. 4 transaction(s) between 2016-10-19 and 2016-10-19 totaling $199.85 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5071,C07185,C07185-K2,2016-10-20 12:14:34,2016-10-25 17:14:34,confirmed_fraud,account_takeover,3376546,2,349.02,No,Case CC-5071: cardholder C07185 reported unrecognized activity on card C07185-K2. 2 transaction(s) between 2016-10-18 and 2016-10-19 totaling $349.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5072,C04352,C04352-K1,2016-10-20 12:31:19,2016-10-26 05:31:19,confirmed_fraud,out_of_region_use,3380987,1,117.09,No,"Case CC-5072: cardholder C04352 reported unrecognized activity on card C04352-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $117.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5073,C06906,C06906-K1,2016-10-20 12:48:05,2016-10-22 13:48:05,confirmed_fraud,card_not_present_fraud,3378352,1,31.80,No,Case CC-5073: cardholder C06906 reported unrecognized activity on card C06906-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $31.80 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5074,C09735,C09735-K1,2016-10-20 15:19:37,2016-10-25 19:19:37,confirmed_fraud,out_of_region_use,3379392,1,59.00,No,"Case CC-5074: cardholder C09735 reported unrecognized activity on card C09735-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $59.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5075,C04597,C04597-K2,2016-10-20 15:40:52,2016-10-24 19:40:52,confirmed_fraud,card_not_present_new_device,3375886,3,71.89,No,"Case CC-5075: cardholder C04597 reported unrecognized activity on card C04597-K2. 3 transaction(s) between 2016-10-18 and 2016-10-19 totaling $71.89 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5076,C06840,C06840-K1,2016-10-20 16:03:13,2016-10-26 01:03:13,confirmed_fraud,out_of_region_use,3380534,1,117.06,No,"Case CC-5076: cardholder C06840 reported unrecognized activity on card C06840-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $117.06 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5077,C05690,C05690-K1,2016-10-20 16:43:20,2016-10-22 13:43:20,cleared,none,,1,0.00,No,"Case CC-5077: model scored a $2,494.89 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.",VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-5078,C01393,C01393-K1,2016-10-20 17:41:44,2016-10-22 13:41:44,cleared,none,,1,0.00,No,Case CC-5078: model scored a $100.02 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-5079,C01525,C01525-K2,2016-10-20 18:12:43,2016-10-23 22:12:43,confirmed_fraud,card_not_present_fraud,3376449,2,120.49,No,Case CC-5079: cardholder C01525 reported unrecognized activity on card C01525-K2. 2 transaction(s) between 2016-10-18 and 2016-10-19 totaling $120.49 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-G920P Build/NRD90M on chrome generic for android. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5080,C13172,C13172-K1,2016-10-20 18:40:11,2016-10-24 23:40:11,confirmed_fraud,card_not_present_fraud,3380293,1,27.22,No,Case CC-5080: cardholder C13172 reported unrecognized activity on card C13172-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $27.22 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5081,C09500,C09500-K1,2016-10-20 18:40:59,2016-10-25 11:40:59,confirmed_fraud,card_not_present_new_device,3381105,1,50.01,No,"Case CC-5081: cardholder C09500 reported unrecognized activity on card C09500-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $50.01 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5082,C10585,C10585-K2,2016-10-20 19:29:23,2016-10-26 15:29:23,confirmed_fraud,out_of_region_use,3379929,5,4420.11,Yes,"Case CC-5082: cardholder C10585 reported unrecognized activity on card C10585-K2. 5 transaction(s) between 2016-10-19 and 2016-10-20 totaling $4,420.11 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD|FILE_REPORT
CC-5083,C01654,C01654-K1,2016-10-20 19:56:58,2016-10-25 15:56:58,confirmed_fraud,out_of_region_use,3381635,1,570.07,No,"Case CC-5083: cardholder C01654 reported unrecognized activity on card C01654-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $570.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5084,C09873,C09873-K1,2016-10-20 20:53:54,2016-10-25 22:53:54,confirmed_fraud,card_not_present_fraud,3380008,4,599.91,No,Case CC-5084: cardholder C09873 reported unrecognized activity on card C09873-K1. 4 transaction(s) between 2016-10-19 and 2016-10-19 totaling $599.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on chrome 65.0. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5085,C02545,C02545-K2,2016-10-20 22:37:51,2016-10-24 20:37:51,confirmed_fraud,card_not_present_new_device,3365669,9,243.84,No,"Case CC-5085: cardholder C02545 reported unrecognized activity on card C02545-K2. 9 transaction(s) between 2016-10-15 and 2016-10-19 totaling $243.84 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto G (5) Build/NPP25.137-82 on chrome generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5086,C10016,C10016-K2,2016-10-20 22:54:10,2016-10-23 23:54:10,confirmed_fraud,account_takeover,3379910,2,193.93,No,Case CC-5086: cardholder C10016 reported unrecognized activity on card C10016-K2. 2 transaction(s) between 2016-10-19 and 2016-10-19 totaling $193.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5087,C08348,C08348-K1,2016-10-20 23:44:58,2016-10-24 19:44:58,confirmed_fraud,out_of_region_use,3382404,1,171.01,No,"Case CC-5087: cardholder C08348 reported unrecognized activity on card C08348-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $171.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5088,C04386,C04386-K1,2016-10-21 01:21:38,2016-10-26 23:21:38,confirmed_fraud,card_not_present_fraud,3383156,1,106.51,No,Case CC-5088: cardholder C04386 reported unrecognized activity on card C04386-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $106.51 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5089,C09363,C09363-K2,2016-10-21 02:12:57,2016-10-26 15:12:57,confirmed_fraud,account_takeover,3377786,2,83.01,No,Case CC-5089: cardholder C09363 reported unrecognized activity on card C09363-K2. 2 transaction(s) between 2016-10-19 and 2016-10-20 totaling $83.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5090,C07867,C07867-K2,2016-10-21 02:41:27,2016-10-24 12:41:27,confirmed_fraud,out_of_region_use,3368246,7,155.25,No,"Case CC-5090: cardholder C07867 reported unrecognized activity on card C07867-K2. 7 transaction(s) between 2016-10-15 and 2016-10-20 totaling $155.25 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5091,C07212,C07212-K2,2016-10-21 03:24:10,2016-10-24 22:24:10,confirmed_fraud,out_of_region_use,3380054,1,445.07,No,"Case CC-5091: cardholder C07212 reported unrecognized activity on card C07212-K2. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $445.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5092,C09933,C09933-K2,2016-10-21 03:28:03,2016-10-26 20:28:03,confirmed_fraud,out_of_region_use,3375430,3,215.07,No,"Case CC-5092: cardholder C09933 reported unrecognized activity on card C09933-K2. 3 transaction(s) between 2016-10-18 and 2016-10-20 totaling $215.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5093,C11595,C11595-K1,2016-10-21 03:30:41,2016-10-23 23:30:41,confirmed_fraud,card_not_present_fraud,3380266,1,136.94,No,Case CC-5093: cardholder C11595 reported unrecognized activity on card C11595-K1. 1 transaction(s) between 2016-10-19 and 2016-10-19 totaling $136.94 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto G (5) Plus Build/NPN25.137-82 on chrome generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5094,C12897,C12897-K1,2016-10-21 04:03:34,2016-10-21 22:03:34,confirmed_fraud,card_not_present_new_device,3375856,4,767.91,No,"Case CC-5094: cardholder C12897 reported unrecognized activity on card C12897-K1. 4 transaction(s) between 2016-10-18 and 2016-10-19 totaling $767.91 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5095,C08610,C08610-K1,2016-10-21 07:45:24,2016-10-24 01:45:24,cleared,none,,1,0.00,No,Case CC-5095: model scored a $48.49 transaction at 0.92. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD
CC-5096,C03345,C03345-K2,2016-10-21 07:51:59,2016-10-24 17:51:59,confirmed_fraud,card_not_present_fraud,3382030,1,50.08,No,Case CC-5096: cardholder C03345 reported unrecognized activity on card C03345-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $50.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5097,C10127,C10127-K2,2016-10-21 08:44:11,2016-10-22 15:44:11,confirmed_fraud,account_takeover,3381590,1,159.90,No,Case CC-5097: cardholder C10127 reported unrecognized activity on card C10127-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $159.90 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5098,C09981,C09981-K2,2016-10-21 08:50:21,2016-10-24 15:50:21,confirmed_fraud,card_not_present_fraud,3381613,1,500.04,No,Case CC-5098: cardholder C09981 reported unrecognized activity on card C09981-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $500.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5099,C02147,C02147-K2,2016-10-21 09:28:35,2016-10-22 23:28:35,confirmed_fraud,card_not_present_fraud,3383180,1,106.55,No,Case CC-5099: cardholder C02147 reported unrecognized activity on card C02147-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $106.55 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5100,C09883,C09883-K1,2016-10-21 10:10:01,2016-10-25 10:10:01,confirmed_fraud,out_of_region_use,3381045,2,213.46,No,"Case CC-5100: cardholder C09883 reported unrecognized activity on card C09883-K1. 2 transaction(s) between 2016-10-20 and 2016-10-20 totaling $213.46 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5101,C04196,C04196-K2,2016-10-21 10:21:00,2016-10-22 22:21:00,confirmed_fraud,out_of_region_use,3382946,1,226.01,No,"Case CC-5101: cardholder C04196 reported unrecognized activity on card C04196-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $226.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5102,C06899,C06899-K1,2016-10-21 11:24:36,2016-10-22 20:24:36,confirmed_fraud,card_not_present_new_device,3382437,2,34.39,No,"Case CC-5102: cardholder C06899 reported unrecognized activity on card C06899-K1. 2 transaction(s) between 2016-10-20 and 2016-10-20 totaling $34.39 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5103,C10890,C10890-K1,2016-10-21 11:25:28,2016-10-25 18:25:28,confirmed_fraud,out_of_region_use,3382140,1,226.02,No,"Case CC-5103: cardholder C10890 reported unrecognized activity on card C10890-K1. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $226.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5104,C01521,C01521-K2,2016-10-21 11:32:37,2016-10-25 05:32:37,confirmed_fraud,card_not_present_fraud,3380988,1,1.36,No,Case CC-5104: cardholder C01521 reported unrecognized activity on card C01521-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $1.36 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5105,C11309,C11309-K1,2016-10-21 12:04:06,2016-10-24 00:04:06,confirmed_fraud,card_not_present_new_device,3383299,1,35.06,No,"Case CC-5105: cardholder C11309 reported unrecognized activity on card C11309-K1. 1 transaction(s) between 2016-10-21 and 2016-10-21 totaling $35.06 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5106,C04965,C04965-K2,2016-10-21 12:50:29,2016-10-24 02:50:29,confirmed_fraud,card_not_present_new_device,3383702,3,35.95,No,"Case CC-5106: cardholder C04965 reported unrecognized activity on card C04965-K2. 3 transaction(s) between 2016-10-21 and 2016-10-21 totaling $35.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5107,C11227,C11227-K2,2016-10-21 13:02:48,2016-10-27 04:02:48,confirmed_fraud,account_takeover,3383826,2,267.79,No,Case CC-5107: cardholder C11227 reported unrecognized activity on card C11227-K2. 2 transaction(s) between 2016-10-21 and 2016-10-21 totaling $267.79 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,CREATE_CASE|BLOCK_CARD
CC-5108,C01982,C01982-K2,2016-10-21 13:29:41,2016-10-25 22:29:41,confirmed_fraud,out_of_region_use,3382983,1,116.97,No,"Case CC-5108: cardholder C01982 reported unrecognized activity on card C01982-K2. 1 transaction(s) between 2016-10-20 and 2016-10-20 totaling $116.97 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
CC-5109,C12028,C12028-K2,2016-10-21 13:52:46,2016-10-25 22:52:46,confirmed_fraud,card_not_present_new_device,3373051,3,188.29,No,"Case CC-5109: cardholder C12028 reported unrecognized activity on card C12028-K2. 3 transaction(s) between 2016-10-17 and 2016-10-20 totaling $188.29 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto G (4) Build/NPJS25.93-14-10 on chrome generic. Card blocked and reissued. Customer reimbursed.",CREATE_CASE|BLOCK_CARD
