device_profile_id,DeviceInfo,id_30,id_31,id_33
LG-X165g Build/LRX21M|UNK|other|UNK,LG-X165g Build/LRX21M,,other,
Lenovo PB2-650Y Build/MRA58K|UNK|chrome 65.0 for android|UNK,Lenovo PB2-650Y Build/MRA58K,,chrome 65.0 for android,
SLA-L03 Build/HUAWEISLA-L03|UNK|chrome 65.0 for android|UNK,SLA-L03 Build/HUAWEISLA-L03,,chrome 65.0 for android,
SM-G920I Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-G920I Build/NRD90M,,chrome 65.0 for android,
LG-K430 Build/MRA58K|UNK|chrome 65.0 for android|UNK,LG-K430 Build/MRA58K,,chrome 65.0 for android,
SM-N950F Build/NMF26X|UNK|chrome 61.0 for android|UNK,SM-N950F Build/NMF26X,,chrome 61.0 for android,
HTC U11 Build/NMF26X|UNK|chrome 65.0 for android|UNK,HTC U11 Build/NMF26X,,chrome 65.0 for android,
BLU|UNK|android webview 4.0|UNK,BLU,,android webview 4.0,
ALE-L21 Build/HuaweiALE-L21|UNK|chrome 65.0 for android|UNK,ALE-L21 Build/HuaweiALE-L21,,chrome 65.0 for android,
MacOS|Mac OS X 10_11_6|chrome 65.0|1920x1080,MacOS,Mac OS X 10_11_6,chrome 65.0,1920x1080
SM-J727T1 Build/NRD90M|Android 7.0|chrome 65.0 for android|1280x720,SM-J727T1 Build/NRD90M,Android 7.0,chrome 65.0 for android,1280x720
SAMSUNG SM-G950U Build/R16NW|Android 8.0.0|samsung browser 7.0|2960x1440,SAMSUNG SM-G950U Build/R16NW,Android 8.0.0,samsung browser 7.0,2960x1440
MacOS|Mac OS X 10_12_3|chrome 64.0|2560x1440,MacOS,Mac OS X 10_12_3,chrome 64.0,2560x1440
HTC Desire 650 Build/MMB29M|UNK|chrome 65.0 for android|UNK,HTC Desire 650 Build/MMB29M,,chrome 65.0 for android,
4047G Build/NRD90M|UNK|chrome 65.0 for android|UNK,4047G Build/NRD90M,,chrome 65.0 for android,
Windows|Windows 7|chrome 65.0|1920x1200,Windows,Windows 7,chrome 65.0,1920x1200
G3123|UNK|chrome 56.0 for android|UNK,G3123,,chrome 56.0 for android,
SM-T230 Build/KOT49H|UNK|chrome 65.0 for android|UNK,SM-T230 Build/KOT49H,,chrome 65.0 for android,
SM-A710M Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-A710M Build/NRD90M,,chrome 65.0 for android,
PSPC550 Build/LMY47D|UNK|chrome 65.0 for android|UNK,PSPC550 Build/LMY47D,,chrome 65.0 for android,
Ilium X710 Build/MRA58K|UNK|chrome 65.0 for android|UNK,Ilium X710 Build/MRA58K,,chrome 65.0 for android,
SM-E500M Build/KTU84P|UNK|chrome 65.0 for android|UNK,SM-E500M Build/KTU84P,,chrome 65.0 for android,
SM-J327P Build/MMB29M|Android 6.0.1|chrome 65.0 for android|1280x720,SM-J327P Build/MMB29M,Android 6.0.1,chrome 65.0 for android,1280x720
Pixel 2 Build/OPM1.171019.021|Android 8.1.0|chrome 65.0 for android|1921x1081,Pixel 2 Build/OPM1.171019.021,Android 8.1.0,chrome 65.0 for android,1921x1081
F3313 Build/37.0.A.2.248|UNK|chrome 65.0 for android|UNK,F3313 Build/37.0.A.2.248,,chrome 65.0 for android,
rv:59.0|Mac OS X 10.12|firefox 59.0|2560x1600,rv:59.0,Mac OS X 10.12,firefox 59.0,2560x1600
MacOS|Mac OS X 10_13_3|chrome 65.0|1280x800,MacOS,Mac OS X 10_13_3,chrome 65.0,1280x800
Windows|Windows 10|edge 16.0|1280x1023,Windows,Windows 10,edge 16.0,1280x1023
MacOS|Mac OS X 10_13_2|chrome 65.0|1280x800,MacOS,Mac OS X 10_13_2,chrome 65.0,1280x800
SM-G928T Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-G928T Build/NRD90M,,chrome 64.0 for android,
rv:48.0|Mac OS X 10.11|firefox 48.0|1920x1080,rv:48.0,Mac OS X 10.11,firefox 48.0,1920x1080
XT1710-02|Android 7.1.1|chrome 64.0 for android|1920x1080,XT1710-02,Android 7.1.1,chrome 64.0 for android,1920x1080
Windows|Windows 10|edge 16.0|1279x1023,Windows,Windows 10,edge 16.0,1279x1023
TRT-L53 Build/HUAWEITRT-L53|UNK|samsung browser 6.2|UNK,TRT-L53 Build/HUAWEITRT-L53,,samsung browser 6.2,
LG-H810|UNK|chrome 65.0 for android|UNK,LG-H810,,chrome 65.0 for android,
LG-D693n Build/LRX22G|UNK|chrome 65.0 for android|UNK,LG-D693n Build/LRX22G,,chrome 65.0 for android,
Nexus 6 Build/N6F27M|UNK|chrome 65.0 for android|UNK,Nexus 6 Build/N6F27M,,chrome 65.0 for android,
SAMSUNG SM-J701M Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 6.4,
iOS Device|iOS 10.2.0|mobile safari generic|1136x640,iOS Device,iOS 10.2.0,mobile safari generic,1136x640
SM-N950U1 Build/NMF26X|Android 7.1.1|chrome 65.0 for android|2220x1080,SM-N950U1 Build/NMF26X,Android 7.1.1,chrome 65.0 for android,2220x1080
MacOS|Mac OS X 10_11_6|chrome 65.0|2560x1600,MacOS,Mac OS X 10_11_6,chrome 65.0,2560x1600
E5306 Build/27.3.A.0.129|UNK|chrome 65.0 for android|UNK,E5306 Build/27.3.A.0.129,,chrome 65.0 for android,
SM-J730GM Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-J730GM Build/NRD90M,,chrome 65.0 for android,
F8331 Build/41.2.A.7.76|UNK|chrome 65.0 for android|UNK,F8331 Build/41.2.A.7.76,,chrome 65.0 for android,
Windows|Windows 7|chrome 65.0|1441x901,Windows,Windows 7,chrome 65.0,1441x901
Lenovo K33b36 Build/NRD90N|UNK|chrome 65.0 for android|UNK,Lenovo K33b36 Build/NRD90N,,chrome 65.0 for android,
rv:11.0|Windows 7|ie 11.0 for desktop|1679x1049,rv:11.0,Windows 7,ie 11.0 for desktop,1679x1049
Pixel 2 XL Build/OPM1.171019.021|UNK|chrome 65.0 for android|UNK,Pixel 2 XL Build/OPM1.171019.021,,chrome 65.0 for android,
LG-K373|UNK|chrome 65.0 for android|UNK,LG-K373,,chrome 65.0 for android,
Windows|Windows 8.1|chrome 65.0|1440x810,Windows,Windows 8.1,chrome 65.0,1440x810
LG-X230 Build/MRA58K|UNK|chrome 65.0 for android|UNK,LG-X230 Build/MRA58K,,chrome 65.0 for android,
SAMSUNG SM-N900T Build/LRX21V|UNK|chrome generic|UNK,SAMSUNG SM-N900T Build/LRX21V,,chrome generic,
G8141|UNK|chrome 65.0 for android|UNK,G8141,,chrome 65.0 for android,
F5321 Build/34.3.A.0.238|UNK|chrome 65.0 for android|UNK,F5321 Build/34.3.A.0.238,,chrome 65.0 for android,
E5823 Build/32.4.A.1.54|UNK|chrome 65.0 for android|UNK,E5823 Build/32.4.A.1.54,,chrome 65.0 for android,
XT1063 Build/MPB24.65-34|UNK|chrome|UNK,XT1063 Build/MPB24.65-34,,chrome,
SAMSUNG SM-J701M Build/NRD90M|UNK|samsung browser 5.2|UNK,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 5.2,
rv:52.0|Windows 8.1|firefox 52.0|1440x900,rv:52.0,Windows 8.1,firefox 52.0,1440x900
SM-G9600 Build/R16NW|UNK|chrome 65.0 for android|UNK,SM-G9600 Build/R16NW,,chrome 65.0 for android,
STELLAR|UNK|chrome 65.0 for android|UNK,STELLAR,,chrome 65.0 for android,
4047A Build/NRD90M|UNK|chrome 65.0 for android|UNK,4047A Build/NRD90M,,chrome 65.0 for android,
UNK|Linux|chrome 65.0|2562x1442,,Linux,chrome 65.0,2562x1442
SM-G930T Build/NRD90M|Android 7.0|chrome 65.0 for android|1920x1080,SM-G930T Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080
BLADE V8 Build/NRD90M|UNK|chrome 55.0 for android|UNK,BLADE V8 Build/NRD90M,,chrome 55.0 for android,
SM-G935P Build/NRD90M|Android 7.0|chrome 65.0 for android|1920x1080,SM-G935P Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080
SAMSUNG SM-J700M Build/MMB29K|UNK|samsung browser 6.4|UNK,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.4,
ZUR70016|UNK|chrome 65.0 for android|UNK,ZUR70016,,chrome 65.0 for android,
MotoG3 Build/MPIS24.65-33.1-2-16|UNK|chrome 65.0 for android|UNK,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 65.0 for android,
SM-G900M Build/KOT49H|UNK|chrome generic|UNK,SM-G900M Build/KOT49H,,chrome generic,
NEM-L51 Build/HONORNEM-L51|UNK|chrome 65.0 for android|UNK,NEM-L51 Build/HONORNEM-L51,,chrome 65.0 for android,
D6603 Build/23.5.A.1.291|UNK|chrome 65.0 for android|UNK,D6603 Build/23.5.A.1.291,,chrome 65.0 for android,
STV100-1|UNK|chrome 65.0 for android|UNK,STV100-1,,chrome 65.0 for android,
SM-N920V Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-N920V Build/NRD90M,,chrome 65.0 for android,
C6906|UNK|chrome 65.0 for android|UNK,C6906,,chrome 65.0 for android,
SM-G928G|UNK|chrome 65.0 for android|UNK,SM-G928G,,chrome 65.0 for android,
SAMSUNG SM-A310M Build/LMY47X|UNK|chrome generic|UNK,SAMSUNG SM-A310M Build/LMY47X,,chrome generic,
SM-J530G|UNK|chrome 65.0 for android|UNK,SM-J530G,,chrome 65.0 for android,
Star|UNK|chrome generic|UNK,Star,,chrome generic,
Z813 Build/LMY47O|UNK|chrome 65.0 for android|UNK,Z813 Build/LMY47O,,chrome 65.0 for android,
G8341|UNK|chrome 65.0 for android|UNK,G8341,,chrome 65.0 for android,
Windows|Windows 8|chrome 65.0|1920x1080,Windows,Windows 8,chrome 65.0,1920x1080
VS988 Build/NRD90U|Android 7.0|chrome 65.0 for android|2672x1440,VS988 Build/NRD90U,Android 7.0,chrome 65.0 for android,2672x1440
rv:51.0|Linux|Generic/Android 7.0|2392x1440,rv:51.0,Linux,Generic/Android 7.0,2392x1440
SAMSUNG-SM-G925A Build/MMB29K|UNK|chrome 64.0 for android|UNK,SAMSUNG-SM-G925A Build/MMB29K,,chrome 64.0 for android,
KIW-L24|UNK|chrome 56.0 for android|UNK,KIW-L24,,chrome 56.0 for android,
SM-G950F Build/R16NW|UNK|android webview 4.0|UNK,SM-G950F Build/R16NW,,android webview 4.0,
Windows|Windows 10|firefox 52.0|1600x900,Windows,Windows 10,firefox 52.0,1600x900
MacOS|Mac OS X 10_12_6|chrome 65.0|1920x1080,MacOS,Mac OS X 10_12_6,chrome 65.0,1920x1080
Windows|Windows Vista|aol|1600x900,Windows,Windows Vista,aol,1600x900
rv:11.0|Windows 7|ie 11.0 for desktop|1280x1023,rv:11.0,Windows 7,ie 11.0 for desktop,1280x1023
Lenovo PB2-650Y Build/MRA58K|UNK|chrome 52.0 for android|UNK,Lenovo PB2-650Y Build/MRA58K,,chrome 52.0 for android,
Windows|Windows 10|chrome 65.0|1680x1051,Windows,Windows 10,chrome 65.0,1680x1051
SM-N950U Build/NMF26X|Android 7.1.1|chrome 65.0 for android|2220x1081,SM-N950U Build/NMF26X,Android 7.1.1,chrome 65.0 for android,2220x1081
SM-G900F Build/MMB29M|UNK|chrome 65.0 for android|UNK,SM-G900F Build/MMB29M,,chrome 65.0 for android,
Windows|Windows 10|chrome 65.0|1920x1281,Windows,Windows 10,chrome 65.0,1920x1281
Blade A510 Build/MRA58K|UNK|chrome 60.0 for android|UNK,Blade A510 Build/MRA58K,,chrome 60.0 for android,
RNE-L03 Build/HUAWEIRNE-L03|UNK|chrome 59.0 for android|UNK,RNE-L03 Build/HUAWEIRNE-L03,,chrome 59.0 for android,
SM-J327T1 Build/NRD90M|Android 7.0|chrome 60.0 for android|1280x720,SM-J327T1 Build/NRD90M,Android 7.0,chrome 60.0 for android,1280x720
Windows|Windows 10|edge 15.0|1920x1079,Windows,Windows 10,edge 15.0,1920x1079
SM-A320Y Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-A320Y Build/NRD90M,,chrome 65.0 for android,
Windows|Windows 10|edge 16.0|4500x3000,Windows,Windows 10,edge 16.0,4500x3000
SM-G950F Build/R16NW|UNK|chrome 65.0 for android|UNK,SM-G950F Build/R16NW,,chrome 65.0 for android,
Windows|Windows 10|chrome 65.0|1921x1081,Windows,Windows 10,chrome 65.0,1921x1081
rv:58.0|Mac OS X 10.11|firefox 58.0|3440x1440,rv:58.0,Mac OS X 10.11,firefox 58.0,3440x1440
XT1580 Build/NPKS25.200-17-8|UNK|chrome 65.0 for android|UNK,XT1580 Build/NPKS25.200-17-8,,chrome 65.0 for android,
ALCATEL|UNK|chrome 63.0 for android|UNK,ALCATEL,,chrome 63.0 for android,
UNK|Linux|chrome 65.0|2560x1440,,Linux,chrome 65.0,2560x1440
MacOS|Mac OS X 10_11_4|chrome 65.0|2560x1600,MacOS,Mac OS X 10_11_4,chrome 65.0,2560x1600
SM-G930V Build/NRD90M|Android 7.0|chrome 65.0 for android|1920x1080,SM-G930V Build/NRD90M,Android 7.0,chrome 65.0 for android,1920x1080
GT-I9060L Build/JDQ39|UNK|chrome 65.0 for android|UNK,GT-I9060L Build/JDQ39,,chrome 65.0 for android,
Trident/7.0|Windows 7|ie 11.0 for desktop|1280x1023,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x1023
SM-G550T1 Build/MMB29K|UNK|chrome 50.0 for android|UNK,SM-G550T1 Build/MMB29K,,chrome 50.0 for android,
MacOS|Mac OS X 10_12_6|chrome 65.0|1366x768,MacOS,Mac OS X 10_12_6,chrome 65.0,1366x768
LEX829|UNK|chrome 65.0 for android|UNK,LEX829,,chrome 65.0 for android,
SM-N950U1 Build/NMF26X|Android 7.1.1|chrome 65.0 for android|2961x1442,SM-N950U1 Build/NMF26X,Android 7.1.1,chrome 65.0 for android,2961x1442
SM-T710 Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-T710 Build/NRD90M,,chrome 65.0 for android,
TA-1027|UNK|chrome 65.0 for android|UNK,TA-1027,,chrome 65.0 for android,
E5606|UNK|chrome 65.0 for android|UNK,E5606,,chrome 65.0 for android,
SM-A310F Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-A310F Build/NRD90M,,chrome 65.0 for android,
MacOS|Mac OS X 10_12_6|safari generic|1152x648,MacOS,Mac OS X 10_12_6,safari generic,1152x648
SM-G570M Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-G570M Build/NRD90M,,chrome 65.0 for android,
SM-G355M Build/KOT49H|UNK|chrome 54.0 for android|UNK,SM-G355M Build/KOT49H,,chrome 54.0 for android,
TA-1027 Build/OPR1.170623.026|UNK|UNK|UNK,TA-1027 Build/OPR1.170623.026,,,
SAMSUNG|Android 7.0|samsung browser 6.4|2220x1081,SAMSUNG,Android 7.0,samsung browser 6.4,2220x1081
LG-K410 Build/LRX22G|UNK|chrome 60.0 for android|UNK,LG-K410 Build/LRX22G,,chrome 60.0 for android,
8050G Build/LMY47I|UNK|chrome 65.0 for android|UNK,8050G Build/LMY47I,,chrome 65.0 for android,
Tmovi Build/Vision|UNK|chrome 65.0 for android|UNK,Tmovi Build/Vision,,chrome 65.0 for android,
SM-G930V Build/NRD90M|UNK|android webview 4.0|UNK,SM-G930V Build/NRD90M,,android webview 4.0,
Moto Z2 Play Build/NPS26.74-16-1|UNK|chrome 61.0 for android|UNK,Moto Z2 Play Build/NPS26.74-16-1,,chrome 61.0 for android,
SM-J510MN Build/MMB29M|UNK|chrome 55.0 for android|UNK,SM-J510MN Build/MMB29M,,chrome 55.0 for android,
SM-P580 Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-P580 Build/NRD90M,,chrome 65.0 for android,
SM-T560 Build/KTU84P|UNK|chrome 65.0 for android|UNK,SM-T560 Build/KTU84P,,chrome 65.0 for android,
Ilium|UNK|chrome 65.0 for android|UNK,Ilium,,chrome 65.0 for android,
Y635-L03 Build/HuaweiY635-L03|UNK|chrome 65.0 for android|UNK,Y635-L03 Build/HuaweiY635-L03,,chrome 65.0 for android,
Windows|Windows 8.1|chrome 65.0|1152x864,Windows,Windows 8.1,chrome 65.0,1152x864
Mi A1 Build/N2G47H|UNK|chrome 65.0 for android|UNK,Mi A1 Build/N2G47H,,chrome 65.0 for android,
SAMSUNG SM-J727T1 Build/NRD90M|UNK|samsung browser 5.2|UNK,SAMSUNG SM-J727T1 Build/NRD90M,,samsung browser 5.2,
M4 SS4456 Build/LMY47V|UNK|chrome 65.0 for android|UNK,M4 SS4456 Build/LMY47V,,chrome 65.0 for android,
TA-1027 Build/N2G47H|UNK|chrome 65.0 for android|UNK,TA-1027 Build/N2G47H,,chrome 65.0 for android,
Trident/7.0|Windows 10|ie 11.0 for desktop|1919x1199,Trident/7.0,Windows 10,ie 11.0 for desktop,1919x1199
LG-M250 Build/NRD90U|UNK|chrome 65.0 for android|UNK,LG-M250 Build/NRD90U,,chrome 65.0 for android,
SM-G920V Build/NRD90M|Android 7.0|chrome 65.0 for android|2560x1440,SM-G920V Build/NRD90M,Android 7.0,chrome 65.0 for android,2560x1440
SAMSUNG SM-G955U Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-G955U Build/NRD90M,,samsung browser 6.4,
SM-J710MN Build/NRD90M|UNK|chrome 64.0 for android|UNK,SM-J710MN Build/NRD90M,,chrome 64.0 for android,
TA-1020|UNK|chrome 65.0 for android|UNK,TA-1020,,chrome 65.0 for android,
Trident/7.0|Windows 7|ie 11.0 for desktop|1680x1049,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1049
HT0703K16|UNK|chrome 64.0 for android|UNK,HT0703K16,,chrome 64.0 for android,
Windows|Windows 10|chrome 65.0|1440x900,Windows,Windows 10,chrome 65.0,1440x900
Windows|Windows 10|firefox 59.0|1280x1024,Windows,Windows 10,firefox 59.0,1280x1024
SM-G930T Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-G930T Build/NRD90M,,chrome 65.0 for android,
LG-M210 Build/NRD90U|Android 7.0|chrome 65.0 for android|1280x720,LG-M210 Build/NRD90U,Android 7.0,chrome 65.0 for android,1280x720
MacOS|Mac OS X 10_11_6|chrome 65.0|4096x2304,MacOS,Mac OS X 10_11_6,chrome 65.0,4096x2304
MacOS|Mac OS X 10_12_6|chrome 65.0|1440x900,MacOS,Mac OS X 10_12_6,chrome 65.0,1440x900
HUAWEI CAN-L11 Build/HUAWEICAN-L11|UNK|chrome 65.0 for android|UNK,HUAWEI CAN-L11 Build/HUAWEICAN-L11,,chrome 65.0 for android,
Windows|Windows 7|chrome 65.0|1600x1200,Windows,Windows 7,chrome 65.0,1600x1200
rv:59.0|Mac OS X 10.11|firefox 59.0|2880x1800,rv:59.0,Mac OS X 10.11,firefox 59.0,2880x1800
SM-T580 Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-T580 Build/NRD90M,,chrome 65.0 for android,
XT1063 Build/MPB24.65-34-3|UNK|chrome 65.0 for android|UNK,XT1063 Build/MPB24.65-34-3,,chrome 65.0 for android,
Windows|Windows 10|edge 16.0|1365x768,Windows,Windows 10,edge 16.0,1365x768
FP2|UNK|chrome 65.0 for android|UNK,FP2,,chrome 65.0 for android,
Windows|Windows 10|chrome 65.0|2400x1350,Windows,Windows 10,chrome 65.0,2400x1350
MHA-L09 Build/HUAWEIMHA-L09|UNK|chrome 65.0 for android|UNK,MHA-L09 Build/HUAWEIMHA-L09,,chrome 65.0 for android,
Windows|Windows 10|chrome 65.0|2560x1440,Windows,Windows 10,chrome 65.0,2560x1440
Aquaris V Build/N2G47H|UNK|chrome 65.0 for android|UNK,Aquaris V Build/N2G47H,,chrome 65.0 for android,
SAMSUNG SM-A510M Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-A510M Build/NRD90M,,samsung browser 6.4,
SM-G350M|UNK|chrome 63.0 for android|UNK,SM-G350M,,chrome 63.0 for android,
SAMSUNG SM-J730GM Build/NRD90M|UNK|samsung browser 6.4|UNK,SAMSUNG SM-J730GM Build/NRD90M,,samsung browser 6.4,
F3213 Build/36.0.A.2.146|UNK|chrome 65.0 for android|UNK,F3213 Build/36.0.A.2.146,,chrome 65.0 for android,
F3213 Build/36.1.A.1.86|UNK|chrome 65.0 for android|UNK,F3213 Build/36.1.A.1.86,,chrome 65.0 for android,
Windows|Windows 10|edge 16.0|1919x1079,Windows,Windows 10,edge 16.0,1919x1079
G3313 Build/43.0.A.5.79|UNK|chrome 65.0 for android|UNK,G3313 Build/43.0.A.5.79,,chrome 65.0 for android,
SM-G950U Build/NRD90M|Android 7.0|chrome 65.0 for android|2220x1080,SM-G950U Build/NRD90M,Android 7.0,chrome 65.0 for android,2220x1080
SM-J111M Build/LMY47V|UNK|chrome 65.0 for android|UNK,SM-J111M Build/LMY47V,,chrome 65.0 for android,
Infinix|UNK|chrome 65.0 for android|UNK,Infinix,,chrome 65.0 for android,
Touch|UNK|ie 11.0 for tablet|UNK,Touch,,ie 11.0 for tablet,
E6603 Build/32.4.A.1.54|UNK|chrome 65.0 for android|UNK,E6603 Build/32.4.A.1.54,,chrome 65.0 for android,
SM-T530NU Build/LRX22G|Android 5.0.2|chrome 65.0 for android|1280x800,SM-T530NU Build/LRX22G,Android 5.0.2,chrome 65.0 for android,1280x800
SM-G928P Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-G928P Build/NRD90M,,chrome 65.0 for android,
5011A Build/NRD90M|UNK|chrome 65.0 for android|UNK,5011A Build/NRD90M,,chrome 65.0 for android,
WAS-LX1A Build/HUAWEIWAS-LX1A|UNK|chrome 65.0 for android|UNK,WAS-LX1A Build/HUAWEIWAS-LX1A,,chrome 65.0 for android,
SM-G928T Build/NRD90M|Android 7.0|chrome 65.0 for android|1921x1081,SM-G928T Build/NRD90M,Android 7.0,chrome 65.0 for android,1921x1081
Ilium X520 Build/NRD90M|UNK|chrome 65.0 for android|UNK,Ilium X520 Build/NRD90M,,chrome 65.0 for android,
SM-G532M Build/MMB29T|UNK|chrome 65.0 for android|UNK,SM-G532M Build/MMB29T,,chrome 65.0 for android,
MacOS|Mac OS X 10_12_5|chrome 65.0|2560x1600,MacOS,Mac OS X 10_12_5,chrome 65.0,2560x1600
MacOS|Mac OS X 10_11_6|chrome 65.0|2560x1440,MacOS,Mac OS X 10_11_6,chrome 65.0,2560x1440
SM-N950F Build/NMF26X|UNK|chrome 65.0 for android|UNK,SM-N950F Build/NMF26X,,chrome 65.0 for android,
MYA-L13 Build/HUAWEIMYA-L13|UNK|chrome 65.0 for android|UNK,MYA-L13 Build/HUAWEIMYA-L13,,chrome 65.0 for android,
Moto G Play Build/NPIS26.48-36-2|UNK|chrome 65.0 for android|UNK,Moto G Play Build/NPIS26.48-36-2,,chrome 65.0 for android,
LG-K530 Build/MMB29M|UNK|chrome 65.0 for android|UNK,LG-K530 Build/MMB29M,,chrome 65.0 for android,
Moto C Plus Build/NRD90M.05.034|UNK|chrome 65.0 for android|UNK,Moto C Plus Build/NRD90M.05.034,,chrome 65.0 for android,
Blade V580 Build/LMY47D|UNK|chrome 55.0 for android|UNK,Blade V580 Build/LMY47D,,chrome 55.0 for android,
SM-N910C Build/MMB29K|UNK|chrome 65.0 for android|UNK,SM-N910C Build/MMB29K,,chrome 65.0 for android,
PLUS|UNK|chrome 65.0 for android|UNK,PLUS,,chrome 65.0 for android,
LG-V410|UNK|chrome 65.0 for android|UNK,LG-V410,,chrome 65.0 for android,
H550|UNK|android webview 4.0|UNK,H550,,android webview 4.0,
SM-T825 Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-T825 Build/NRD90M,,chrome 65.0 for android,
M431|UNK|chrome 63.0 for android|UNK,M431,,chrome 63.0 for android,
moto x4 Build/OPWS27.57-40-6|UNK|chrome 65.0 for android|UNK,moto x4 Build/OPWS27.57-40-6,,chrome 65.0 for android,
AOC_U706G|UNK|chrome 64.0 for android|UNK,AOC_U706G,,chrome 64.0 for android,
G3223 Build/42.0.A.4.101|UNK|chrome 65.0 for android|UNK,G3223 Build/42.0.A.4.101,,chrome 65.0 for android,
SM-G928G Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-G928G Build/NRD90M,,chrome 65.0 for android,
Trident/7.0|Windows 7|ie 11.0 for desktop|1919x1200,Trident/7.0,Windows 7,ie 11.0 for desktop,1919x1200
SM-J500M Build/LMY48B|UNK|chrome 65.0 for android|UNK,SM-J500M Build/LMY48B,,chrome 65.0 for android,
EVA-L19 Build/HUAWEIEVA-L19|UNK|android webview 4.0|UNK,EVA-L19 Build/HUAWEIEVA-L19,,android webview 4.0,
ALP-L09 Build/HUAWEIALP-L09S|UNK|chrome 65.0 for android|UNK,ALP-L09 Build/HUAWEIALP-L09S,,chrome 65.0 for android,
Windows|Windows 10|edge 16.0|1919x1080,Windows,Windows 10,edge 16.0,1919x1080
rv:11.0|Windows 7|ie 11.0 for desktop|1919x1079,rv:11.0,Windows 7,ie 11.0 for desktop,1919x1079
SM-G930P Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-G930P Build/NRD90M,,chrome 65.0 for android,
LG-V410|Android 5.0.2|chrome 52.0 for android|1280x800,LG-V410,Android 5.0.2,chrome 52.0 for android,1280x800
Redmi Note 3 Build/MMB29M|UNK|chrome 63.0 for android|UNK,Redmi Note 3 Build/MMB29M,,chrome 63.0 for android,
SM-G928V Build/NRD90M|Android 7.0|chrome 65.0 for android|1921x1081,SM-G928V Build/NRD90M,Android 7.0,chrome 65.0 for android,1921x1081
SM-G355M Build/KOT49H|UNK|chrome 53.0 for android|UNK,SM-G355M Build/KOT49H,,chrome 53.0 for android,
rv:59.0|Windows 8.1|firefox 59.0|1366x768,rv:59.0,Windows 8.1,firefox 59.0,1366x768
SM-G955U Build/NRD90M|UNK|chrome 65.0 for android|UNK,SM-G955U Build/NRD90M,,chrome 65.0 for android,
Windows|Windows 8.1|chrome 65.0|1280x1024,Windows,Windows 8.1,chrome 65.0,1280x1024
rv:59.0|Mac OS X 10.12|firefox 59.0|1920x1080,rv:59.0,Mac OS X 10.12,firefox 59.0,1920x1080
MacOS|Mac OS X 10_13_3|chrome 65.0|5120x2880,MacOS,Mac OS X 10_13_3,chrome 65.0,5120x2880
Nexus|UNK|chrome 65.0 for android|UNK,Nexus,,chrome 65.0 for android,
Windows|Windows 10|chrome 64.0|2560x1600,Windows,Windows 10,chrome 64.0,2560x1600
SM-J327T1 Build/NRD90M|Android 7.0|chrome 65.0 for android|1280x720,SM-J327T1 Build/NRD90M,Android 7.0,chrome 65.0 for android,1280x720
SM-J110M Build/LMY48B|UNK|chrome 55.0 for android|UNK,SM-J110M Build/LMY48B,,chrome 55.0 for android,
Gigaset|UNK|chrome 65.0 for android|UNK,Gigaset,,chrome 65.0 for android,
LG-X240 Build/MRA58K|UNK|chrome 65.0 for android|UNK,LG-X240 Build/MRA58K,,chrome 65.0 for android,
Trident/7.0|Windows 7|ie 11.0 for desktop|1919x1080,Trident/7.0,Windows 7,ie 11.0 for desktop,1919x1080
MacOS|Mac OS X 10_12_4|chrome 64.0|2560x1600,MacOS,Mac OS X 10_12_4,chrome 64.0,2560x1600
moto x4 Build/NPW26.83-18-2-0-4|UNK|chrome 65.0 for android|UNK,moto x4 Build/NPW26.83-18-2-0-4,,chrome 65.0 for android,
SLA-L23|UNK|chrome 65.0 for android|UNK,SLA-L23,,chrome 65.0 for android,
rv:11.0|Windows 7|ie 11.0 for desktop|1919x1080,rv:11.0,Windows 7,ie 11.0 for desktop,1919x1080
UNK|UNK|samsung browser 7.0|UNK,,,samsung browser 7.0,
